 ,Area,Mean,Perim.,Circ.,AR,Round,Solidity
2375,12,255,11.8995,1.0000,1.2812,0.7805,0.8571
2376,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2377,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2378,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2379,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2380,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2381,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2382,126,255,50.2843,0.6262,2.2010,0.4543,0.8660
2383,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2384,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2385,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2386,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2387,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2388,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2389,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2390,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
2391,329,255,75.2548,0.7300,1.3309,0.7514,0.8762
2392,31,255,20.1421,0.9602,1.1523,0.8678,0.8986
2393,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2394,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2395,18,255,14.4853,1.0000,1.2483,0.8011,0.9474
2396,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2397,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2398,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2399,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2400,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2401,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2402,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2403,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2404,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2405,40,255,22.1421,1.0000,1.0448,0.9571,0.9195
2406,285,255,60.7696,0.9698,1.1203,0.8926,0.9500
2407,31,255,19.3137,1.0000,1.0578,0.9454,0.9254
2408,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2409,52,255,26.1421,0.9562,1.1050,0.9050,0.9123
2410,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2411,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2412,35,255,20.7279,1.0000,1.1295,0.8853,0.9211
2413,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2414,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2415,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2416,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2417,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2418,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2419,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2420,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2421,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2422,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2423,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2424,23,255,16.4853,1.0000,1.0080,0.9920,0.9583
2425,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
2426,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2427,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2428,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2429,3,255,6.8284,0.8085,3.0000,0.3333,1.0000
2430,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2431,21,255,15.3137,1.0000,1.0000,1.0000,0.9130
2432,23,255,16.4853,1.0000,1.0080,0.9920,0.9583
2433,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
2434,39,255,22.1421,0.9996,1.1107,0.9003,0.9070
2435,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2436,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2437,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2438,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2439,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2440,515,255,89.1543,0.8142,1.1028,0.9068,0.9196
2441,28,255,18.7279,1.0000,1.1387,0.8782,0.9032
2442,10,255,10.4853,1.0000,1.3273,0.7534,0.9091
2443,17,255,19.5563,0.5586,1.5169,0.6593,0.6415
2444,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
2445,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2446,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2447,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2448,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2449,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2450,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2451,14,255,13.0711,1.0000,1.2386,0.8074,0.9333
2452,8,255,10.4853,0.9144,1.1952,0.8367,0.8000
2453,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
2454,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2455,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2456,14,255,12.4853,1.0000,1.0199,0.9805,0.9333
2457,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2458,14,255,13.3137,0.9925,1.6813,0.5948,0.8235
2459,74,255,34.3848,0.7865,1.2568,0.7957,0.9193
2460,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2461,36,255,20.9706,1.0000,1.0247,0.9759,0.8780
2462,5,255,10.4853,0.5715,2.1259,0.4704,0.6250
2463,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2464,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2465,4,255,7.6569,0.8574,1.4676,0.6814,0.8000
2466,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
2467,4,255,7.6569,0.8574,2.0000,0.5000,0.8000
2468,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
2469,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2470,42,255,27.5563,0.6950,1.6519,0.6054,0.8000
2471,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2472,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2473,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2474,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2475,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2476,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2477,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2478,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2479,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2480,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2481,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2482,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2483,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2484,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
2485,17,255,14.7279,0.9849,1.1309,0.8842,0.8293
2486,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2487,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2488,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2489,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2490,12,255,11.8995,1.0000,1.2812,0.7805,0.8571
2491,200,255,70.4264,0.5067,2.5963,0.3852,0.7678
2492,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2493,20,255,15.3137,1.0000,1.0381,0.9633,0.9091
2494,15,255,13.0711,1.0000,1.1366,0.8798,0.9677
2495,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2496,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2497,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2498,17,255,14.4853,1.0000,1.3359,0.7485,0.9189
2499,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2500,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2501,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2502,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2503,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2504,19,255,15.3137,1.0000,1.1207,0.8923,0.8636
2505,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2506,7,255,9.6569,0.9433,1.9357,0.5166,0.9333
2507,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2508,156,255,52.8701,0.7013,2.2895,0.4368,0.8966
2509,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2510,11,255,12.4853,0.8868,1.8923,0.5284,0.8800
2511,29,255,20.1421,0.8982,1.0437,0.9581,0.8406
2512,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2513,10,255,10.4853,1.0000,1.2356,0.8093,0.9091
2514,3,255,6.2426,0.9674,3.0000,0.3333,1.0000
2515,33,255,20.1421,1.0000,1.0707,0.9339,0.9041
2516,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2517,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2518,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2519,35,255,25.7990,0.6608,2.4035,0.4161,0.7609
2520,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2521,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2522,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2523,32,255,20.7279,0.9359,1.1020,0.9074,0.8767
2524,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2525,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
2526,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2527,4,255,7.6569,0.8574,1.4676,0.6814,0.8000
2528,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2529,7,255,9.8995,0.8976,1.5712,0.6365,0.7368
2530,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2531,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2532,4,255,7.6569,0.8574,2.0000,0.5000,0.8000
2533,123,255,40.0416,0.9640,1.0990,0.9099,0.9354
2534,3,255,6.8284,0.8085,3.0000,0.3333,1.0000
2535,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2536,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2537,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2538,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2539,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2540,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2541,12,255,11.8995,1.0000,1.2812,0.7805,0.8571
2542,7,255,9.0711,1.0000,1.9357,0.5166,0.9333
2543,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2544,175,255,48.5269,0.9339,1.0967,0.9118,0.9186
2545,198,255,52.5269,0.9018,1.1881,0.8417,0.9231
2546,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2547,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2548,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2549,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2550,10,255,10.4853,1.0000,1.3840,0.7225,0.9091
2551,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2552,7,255,9.0711,1.0000,1.3797,0.7248,0.8750
2553,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2554,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2555,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2556,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2557,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2558,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2559,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2560,14,255,13.8995,0.9106,1.2112,0.8256,0.8485
2561,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2562,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2563,12,255,12.4853,0.9674,1.2182,0.8209,0.8889
2564,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2565,14,255,12.4853,1.0000,1.0199,0.9805,0.9333
2566,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2567,187,255,52.5269,0.8517,1.0719,0.9329,0.9078
2568,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2569,24,255,17.3137,1.0000,1.1026,0.9069,0.9057
2570,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2571,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2572,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2573,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2574,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2575,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2576,237,255,57.1127,0.9130,1.0720,0.9328,0.9276
2577,47,255,24.9706,0.9472,1.0448,0.9571,0.8868
2578,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2579,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2580,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2581,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2582,30,255,19.5563,0.9857,1.0627,0.9410,0.8696
2583,12,255,11.6569,1.0000,1.3333,0.7500,1.0000
2584,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2585,11,255,12.4853,0.8868,1.9150,0.5222,0.8800
2586,5,255,8.4853,0.8727,1.6529,0.6050,0.8333
2587,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2588,3,255,6.2426,0.9674,3.0000,0.3333,1.0000
2589,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2590,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
2591,16,255,13.8995,1.0000,1.1505,0.8692,0.8889
2592,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2593,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2594,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2595,160,255,47.9411,0.8748,1.3211,0.7569,0.9040
2596,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2597,15,255,13.3137,1.0000,1.1275,0.8869,0.8571
2598,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2599,156,255,46.5269,0.9056,1.0489,0.9534,0.9017
2600,208,255,53.1127,0.9266,1.1245,0.8893,0.9224
2601,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2602,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2603,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2604,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2605,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2606,6,255,9.0711,0.9163,1.1239,0.8898,0.8000
2607,10,255,10.4853,1.0000,1.2356,0.8093,0.9091
2608,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2609,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2610,18,255,14.4853,1.0000,1.2175,0.8214,0.9474
2611,9,255,12.7279,0.6981,1.9642,0.5091,0.6923
2612,28,255,18.7279,1.0000,1.1442,0.8740,0.8889
2613,25,255,17.3137,1.0000,1.1468,0.8720,0.9091
2614,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2615,26,255,18.1421,0.9927,1.6203,0.6172,0.8667
2616,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2617,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2618,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2619,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2620,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2621,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2622,61,255,27.7990,0.9919,1.1195,0.8933,0.9104
2623,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2624,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2625,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2626,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2627,13,255,12.4853,1.0000,1.1481,0.8710,0.8966
2628,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
2629,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
2630,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2631,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2632,8,255,10.4853,0.9144,1.1952,0.8367,0.8000
2633,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2634,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2635,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2636,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2637,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2638,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2639,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2640,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2641,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2642,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2643,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2644,15,255,13.3137,1.0000,1.1275,0.8869,0.8571
2645,25,255,17.5563,1.0000,1.0815,0.9246,0.8621
2646,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2647,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2648,4,255,7.6569,0.8574,1.4676,0.6814,0.8000
2649,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2650,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2651,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2652,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2653,4,255,7.6569,0.8574,1.4676,0.6814,0.8000
2654,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2655,167,255,46.8701,0.9553,1.0632,0.9406,0.9382
2656,171,255,47.4558,0.9542,1.0587,0.9446,0.9319
2657,158,255,45.4558,0.9609,1.0121,0.9881,0.9405
2658,29,255,19.3137,0.9770,1.0639,0.9400,0.9062
2659,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2660,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2661,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2662,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
2663,27,255,18.1421,1.0000,1.0916,0.9161,0.8852
2664,34,255,24.3848,0.7185,1.9061,0.5246,0.8095
2665,7,255,8.4853,1.0000,1.0688,0.9356,0.8750
2666,17,255,14.4853,1.0000,1.1339,0.8819,0.9189
2667,10,255,10.4853,1.0000,1.3273,0.7534,0.9091
2668,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2669,5,255,8.4853,0.8727,1.0000,1.0000,0.7143
2670,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2671,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2672,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2673,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2674,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2675,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2676,29,255,18.7279,1.0000,1.0762,0.9292,0.9062
2677,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2678,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2679,12,255,11.6569,1.0000,1.3333,0.7500,1.0000
2680,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2681,8,255,9.8995,1.0000,1.1952,0.8367,0.8000
2682,14,255,13.3137,0.9925,1.2637,0.7913,0.8485
2683,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2684,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2685,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2686,309,255,86.2254,0.5223,1.2357,0.8093,0.8240
2687,60,255,45.3553,0.3665,1.5969,0.6262,0.6417
2688,28,255,29.2132,0.4123,2.2674,0.4410,0.6364
2689,8,255,9.8995,1.0000,1.6053,0.6229,0.8000
2690,11,255,11.0711,1.0000,1.3721,0.7288,0.9565
2691,19,255,15.3137,1.0000,1.0435,0.9583,0.8837
2692,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2693,114,255,39.4558,0.9202,1.2639,0.7912,0.9120
2694,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2695,21,255,15.8995,1.0000,1.1818,0.8461,0.9130
2696,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2697,4,255,7.0711,1.0000,2.0313,0.4923,0.8000
2698,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2699,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2700,8,255,13.3137,0.5672,2.0487,0.4881,0.5714
2701,22,255,22.1421,0.5639,1.3684,0.7308,0.8000
2702,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2703,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
2704,8,255,10.4853,0.9144,1.3083,0.7643,0.8000
2705,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2706,20,255,24.9706,0.4031,2.8833,0.3468,0.6154
2707,37,255,21.5563,1.0000,1.0372,0.9641,0.8810
2708,3,255,6.2426,0.9674,3.0000,0.3333,1.0000
2709,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2710,65,255,29.2132,0.9571,1.1779,0.8490,0.8844
2711,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2712,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2713,10,255,10.4853,1.0000,1.3273,0.7534,0.9091
2714,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2715,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2716,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2717,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2718,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2719,128,255,40.0416,1.0000,1.0650,0.9389,0.9412
2720,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2721,31,255,19.3137,1.0000,1.0578,0.9454,0.9254
2722,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2723,29,255,22.1421,0.7433,1.7437,0.5735,0.8529
2724,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2725,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2726,17,255,14.7279,0.9849,1.2093,0.8269,0.8293
2727,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
2728,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2729,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2730,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2731,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2732,162,255,45.6985,0.9748,1.0116,0.9885,0.9310
2733,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2734,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2735,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2736,9,255,9.8995,1.0000,1.3403,0.7461,0.8571
2737,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2738,5,255,8.4853,0.8727,1.4961,0.6684,0.7143
2739,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2740,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2741,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
2742,14,255,12.4853,1.0000,1.0199,0.9805,0.9333
2743,20,255,15.3137,1.0000,1.0829,0.9235,0.8889
2744,230,255,79.3553,0.4590,3.4577,0.2892,0.7591
2745,4,255,7.6569,0.8574,2.0000,0.5000,0.8000
2746,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2747,14,255,12.7279,1.0000,1.2637,0.7913,0.8485
2748,53,255,26.3848,0.9567,1.2082,0.8277,0.8983
2749,13,255,11.8995,1.0000,1.1592,0.8627,0.8966
2750,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2751,122,255,40.2843,0.9447,1.0626,0.9411,0.9071
2752,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2753,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2754,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2755,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2756,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2757,13,255,11.8995,1.0000,1.1592,0.8627,0.8966
2758,17,255,14.1421,1.0000,1.3852,0.7219,0.8500
2759,146,255,50.6274,0.7158,2.3567,0.4243,0.9125
2760,181,255,49.1127,0.9430,1.0190,0.9813,0.9378
2761,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2762,37,255,23.5563,0.8379,1.0279,0.9728,0.8222
2763,19,255,15.3137,1.0000,1.3955,0.7166,0.9048
2764,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2765,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2766,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2767,8,255,9.8995,1.0000,1.3083,0.7643,0.8000
2768,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
2769,168,255,49.3553,0.8667,1.2847,0.7784,0.9057
2770,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2771,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2772,182,255,49.9411,0.9170,1.0565,0.9466,0.9239
2773,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2774,11,255,11.3137,1.0000,1.1388,0.8781,0.8148
2775,15,255,13.0711,1.0000,1.1366,0.8798,0.9677
2776,3,255,7.0711,0.7540,2.7020,0.3701,0.6667
2777,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2778,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2779,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2780,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2781,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2782,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2783,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2784,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2785,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2786,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2787,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2788,9,255,10.4853,1.0000,1.5362,0.6510,0.8571
2789,10,255,10.4853,1.0000,1.2356,0.8093,0.9091
2790,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2791,35,255,20.1421,1.0000,1.1295,0.8853,0.9211
2792,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2793,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2794,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2795,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2796,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2797,23,255,16.7279,1.0000,1.2355,0.8094,0.8846
2798,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2799,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2800,11,255,11.8995,0.9762,1.4505,0.6894,0.8462
2801,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2802,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2803,19,255,14.7279,1.0000,1.1615,0.8610,0.8837
2804,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2805,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2806,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2807,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2808,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2809,9,255,11.3137,0.8836,1.1529,0.8674,0.7200
2810,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
